date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,Camden,E09000007,Total,220338,2789,Buddhist,Buddhist,1.3
2011,City of London,E09000001,Total,7375,92,Buddhist,Buddhist,1.2
2011,Hackney,E09000012,Total,246270,3075,Buddhist,Buddhist,1.2
2011,Hammersmith and Fulham,E09000013,Total,182493,2060,Buddhist,Buddhist,1.1
2011,Haringey,E09000014,Total,254926,2829,Buddhist,Buddhist,1.1
2011,Islington,E09000019,Total,206125,2117,Buddhist,Buddhist,1
2011,Kensington and Chelsea,E09000020,Total,158649,2447,Buddhist,Buddhist,1.5
2011,Lambeth,E09000022,Total,303086,2963,Buddhist,Buddhist,1
2011,Lewisham,E09000023,Total,275885,3664,Buddhist,Buddhist,1.3
2011,Newham,E09000025,Total,307984,2446,Buddhist,Buddhist,0.8
2011,Southwark,E09000028,Total,288283,3884,Buddhist,Buddhist,1.3
2011,Tower Hamlets,E09000030,Total,254096,2726,Buddhist,Buddhist,1.1
2011,Wandsworth,E09000032,Total,306995,2574,Buddhist,Buddhist,0.8
2011,Westminster,E09000033,Total,219396,3194,Buddhist,Buddhist,1.5
2011,Barking and Dagenham,E09000002,Total,185911,842,Buddhist,Buddhist,0.5
2011,Barnet,E09000003,Total,356386,4521,Buddhist,Buddhist,1.3
2011,Bexley,E09000004,Total,231997,1377,Buddhist,Buddhist,0.6
2011,Brent,E09000005,Total,311215,4300,Buddhist,Buddhist,1.4
2011,Bromley,E09000006,Total,309392,1580,Buddhist,Buddhist,0.5
2011,Croydon,E09000008,Total,363378,2381,Buddhist,Buddhist,0.7
2011,Ealing,E09000009,Total,338449,4228,Buddhist,Buddhist,1.2
2011,Enfield,E09000010,Total,312466,1824,Buddhist,Buddhist,0.6
2011,Greenwich,E09000011,Total,254557,4223,Buddhist,Buddhist,1.7
2011,Harrow,E09000015,Total,239056,2700,Buddhist,Buddhist,1.1
2011,Havering,E09000016,Total,237232,760,Buddhist,Buddhist,0.3
2011,Hillingdon,E09000017,Total,273936,2386,Buddhist,Buddhist,0.9
2011,Hounslow,E09000018,Total,253957,3617,Buddhist,Buddhist,1.4
2011,Kingston upon Thames,E09000021,Total,160060,1771,Buddhist,Buddhist,1.1
2011,Merton,E09000024,Total,199693,1884,Buddhist,Buddhist,0.9
2011,Redbridge,E09000026,Total,278970,1840,Buddhist,Buddhist,0.7
2011,Richmond upon Thames,E09000027,Total,186990,1577,Buddhist,Buddhist,0.8
2011,Sutton,E09000029,Total,190146,1368,Buddhist,Buddhist,0.7
2011,Waltham Forest,E09000031,Total,258249,1987,Buddhist,Buddhist,0.8
2011,Camden,E09000007,Total,220338,74821,Christian,Christian,34
2011,City of London,E09000001,Total,7375,3344,Christian,Christian,45.3
2011,Hackney,E09000012,Total,246270,95131,Christian,Christian,38.6
2011,Hammersmith and Fulham,E09000013,Total,182493,98808,Christian,Christian,54.1
2011,Haringey,E09000014,Total,254926,114659,Christian,Christian,45
2011,Islington,E09000019,Total,206125,82879,Christian,Christian,40.2
2011,Kensington and Chelsea,E09000020,Total,158649,86005,Christian,Christian,54.2
2011,Lambeth,E09000022,Total,303086,160944,Christian,Christian,53.1
2011,Lewisham,E09000023,Total,275885,145588,Christian,Christian,52.8
2011,Newham,E09000025,Total,307984,123119,Christian,Christian,40
2011,Southwark,E09000028,Total,288283,151462,Christian,Christian,52.5
2011,Tower Hamlets,E09000030,Total,254096,68808,Christian,Christian,27.1
2011,Wandsworth,E09000032,Total,306995,162590,Christian,Christian,53
2011,Westminster,E09000033,Total,219396,97877,Christian,Christian,44.6
2011,Barking and Dagenham,E09000002,Total,185911,104101,Christian,Christian,56
2011,Barnet,E09000003,Total,356386,146866,Christian,Christian,41.2
2011,Bexley,E09000004,Total,231997,144093,Christian,Christian,62.1
2011,Brent,E09000005,Total,311215,129080,Christian,Christian,41.5
2011,Bromley,E09000006,Total,309392,187656,Christian,Christian,60.7
2011,Croydon,E09000008,Total,363378,205022,Christian,Christian,56.4
2011,Ealing,E09000009,Total,338449,148055,Christian,Christian,43.7
2011,Enfield,E09000010,Total,312466,167417,Christian,Christian,53.6
2011,Greenwich,E09000011,Total,254557,134632,Christian,Christian,52.9
2011,Harrow,E09000015,Total,239056,89181,Christian,Christian,37.3
2011,Havering,E09000016,Total,237232,155597,Christian,Christian,65.6
2011,Hillingdon,E09000017,Total,273936,134813,Christian,Christian,49.2
2011,Hounslow,E09000018,Total,253957,106660,Christian,Christian,42
2011,Kingston upon Thames,E09000021,Total,160060,84684,Christian,Christian,52.9
2011,Merton,E09000024,Total,199693,111993,Christian,Christian,56.1
2011,Redbridge,E09000026,Total,278970,102755,Christian,Christian,36.8
2011,Richmond upon Thames,E09000027,Total,186990,103319,Christian,Christian,55.3
2011,Sutton,E09000029,Total,190146,111086,Christian,Christian,58.4
2011,Waltham Forest,E09000031,Total,258249,124939,Christian,Christian,48.4
2011,Camden,E09000007,Total,220338,3141,Hindu,Hindu,1.4
2011,City of London,E09000001,Total,7375,145,Hindu,Hindu,2
2011,Hackney,E09000012,Total,246270,1577,Hindu,Hindu,0.6
2011,Hammersmith and Fulham,E09000013,Total,182493,2097,Hindu,Hindu,1.1
2011,Haringey,E09000014,Total,254926,4539,Hindu,Hindu,1.8
2011,Islington,E09000019,Total,206125,2108,Hindu,Hindu,1
2011,Kensington and Chelsea,E09000020,Total,158649,1386,Hindu,Hindu,0.9
2011,Lambeth,E09000022,Total,303086,3119,Hindu,Hindu,1
2011,Lewisham,E09000023,Total,275885,6562,Hindu,Hindu,2.4
2011,Newham,E09000025,Total,307984,26962,Hindu,Hindu,8.8
2011,Southwark,E09000028,Total,288283,3668,Hindu,Hindu,1.3
2011,Tower Hamlets,E09000030,Total,254096,4200,Hindu,Hindu,1.7
2011,Wandsworth,E09000032,Total,306995,6496,Hindu,Hindu,2.1
2011,Westminster,E09000033,Total,219396,4178,Hindu,Hindu,1.9
2011,Barking and Dagenham,E09000002,Total,185911,4464,Hindu,Hindu,2.4
2011,Barnet,E09000003,Total,356386,21924,Hindu,Hindu,6.2
2011,Bexley,E09000004,Total,231997,3547,Hindu,Hindu,1.5
2011,Brent,E09000005,Total,311215,55449,Hindu,Hindu,17.8
2011,Bromley,E09000006,Total,309392,4987,Hindu,Hindu,1.6
2011,Croydon,E09000008,Total,363378,21739,Hindu,Hindu,6
2011,Ealing,E09000009,Total,338449,28915,Hindu,Hindu,8.5
2011,Enfield,E09000010,Total,312466,10927,Hindu,Hindu,3.5
2011,Greenwich,E09000011,Total,254557,9087,Hindu,Hindu,3.6
2011,Harrow,E09000015,Total,239056,60407,Hindu,Hindu,25.3
2011,Havering,E09000016,Total,237232,2963,Hindu,Hindu,1.2
2011,Hillingdon,E09000017,Total,273936,22033,Hindu,Hindu,8
2011,Hounslow,E09000018,Total,253957,26261,Hindu,Hindu,10.3
2011,Kingston upon Thames,E09000021,Total,160060,7502,Hindu,Hindu,4.7
2011,Merton,E09000024,Total,199693,12203,Hindu,Hindu,6.1
2011,Redbridge,E09000026,Total,278970,31699,Hindu,Hindu,11.4
2011,Richmond upon Thames,E09000027,Total,186990,3051,Hindu,Hindu,1.6
2011,Sutton,E09000029,Total,190146,8038,Hindu,Hindu,4.2
2011,Waltham Forest,E09000031,Total,258249,5917,Hindu,Hindu,2.3
2011,Camden,E09000007,Total,220338,9823,Jewish,Jewish,4.5
2011,City of London,E09000001,Total,7375,166,Jewish,Jewish,2.3
2011,Hackney,E09000012,Total,246270,15477,Jewish,Jewish,6.3
2011,Hammersmith and Fulham,E09000013,Total,182493,1161,Jewish,Jewish,0.6
2011,Haringey,E09000014,Total,254926,7643,Jewish,Jewish,3
2011,Islington,E09000019,Total,206125,1915,Jewish,Jewish,0.9
2011,Kensington and Chelsea,E09000020,Total,158649,3320,Jewish,Jewish,2.1
2011,Lambeth,E09000022,Total,303086,1134,Jewish,Jewish,0.4
2011,Lewisham,E09000023,Total,275885,643,Jewish,Jewish,0.2
2011,Newham,E09000025,Total,307984,342,Jewish,Jewish,0.1
2011,Southwark,E09000028,Total,288283,1006,Jewish,Jewish,0.3
2011,Tower Hamlets,E09000030,Total,254096,1283,Jewish,Jewish,0.5
2011,Wandsworth,E09000032,Total,306995,1617,Jewish,Jewish,0.5
2011,Westminster,E09000033,Total,219396,7237,Jewish,Jewish,3.3
2011,Barking and Dagenham,E09000002,Total,185911,425,Jewish,Jewish,0.2
2011,Barnet,E09000003,Total,356386,54084,Jewish,Jewish,15.2
2011,Bexley,E09000004,Total,231997,234,Jewish,Jewish,0.1
2011,Brent,E09000005,Total,311215,4357,Jewish,Jewish,1.4
2011,Bromley,E09000006,Total,309392,957,Jewish,Jewish,0.3
2011,Croydon,E09000008,Total,363378,709,Jewish,Jewish,0.2
2011,Ealing,E09000009,Total,338449,1131,Jewish,Jewish,0.3
2011,Enfield,E09000010,Total,312466,4412,Jewish,Jewish,1.4
2011,Greenwich,E09000011,Total,254557,492,Jewish,Jewish,0.2
2011,Harrow,E09000015,Total,239056,10538,Jewish,Jewish,4.4
2011,Havering,E09000016,Total,237232,1159,Jewish,Jewish,0.5
2011,Hillingdon,E09000017,Total,273936,1753,Jewish,Jewish,0.6
2011,Hounslow,E09000018,Total,253957,651,Jewish,Jewish,0.3
2011,Kingston upon Thames,E09000021,Total,160060,775,Jewish,Jewish,0.5
2011,Merton,E09000024,Total,199693,791,Jewish,Jewish,0.4
2011,Redbridge,E09000026,Total,278970,10213,Jewish,Jewish,3.7
2011,Richmond upon Thames,E09000027,Total,186990,1409,Jewish,Jewish,0.8
2011,Sutton,E09000029,Total,190146,486,Jewish,Jewish,0.3
2011,Waltham Forest,E09000031,Total,258249,1259,Jewish,Jewish,0.5
2011,Camden,E09000007,Total,220338,26643,Muslim,Muslim,12.1
2011,City of London,E09000001,Total,7375,409,Muslim,Muslim,5.5
2011,Hackney,E09000012,Total,246270,34727,Muslim,Muslim,14.1
2011,Hammersmith and Fulham,E09000013,Total,182493,18242,Muslim,Muslim,10
2011,Haringey,E09000014,Total,254926,36130,Muslim,Muslim,14.2
2011,Islington,E09000019,Total,206125,19521,Muslim,Muslim,9.5
2011,Kensington and Chelsea,E09000020,Total,158649,15812,Muslim,Muslim,10
2011,Lambeth,E09000022,Total,303086,21500,Muslim,Muslim,7.1
2011,Lewisham,E09000023,Total,275885,17759,Muslim,Muslim,6.4
2011,Newham,E09000025,Total,307984,98456,Muslim,Muslim,32
2011,Southwark,E09000028,Total,288283,24551,Muslim,Muslim,8.5
2011,Tower Hamlets,E09000030,Total,254096,87696,Muslim,Muslim,34.5
2011,Wandsworth,E09000032,Total,306995,24746,Muslim,Muslim,8.1
2011,Westminster,E09000033,Total,219396,40073,Muslim,Muslim,18.3
2011,Barking and Dagenham,E09000002,Total,185911,25520,Muslim,Muslim,13.7
2011,Barnet,E09000003,Total,356386,36744,Muslim,Muslim,10.3
2011,Bexley,E09000004,Total,231997,5645,Muslim,Muslim,2.4
2011,Brent,E09000005,Total,311215,58036,Muslim,Muslim,18.6
2011,Bromley,E09000006,Total,309392,7841,Muslim,Muslim,2.5
2011,Croydon,E09000008,Total,363378,29513,Muslim,Muslim,8.1
2011,Ealing,E09000009,Total,338449,53198,Muslim,Muslim,15.7
2011,Enfield,E09000010,Total,312466,52141,Muslim,Muslim,16.7
2011,Greenwich,E09000011,Total,254557,17349,Muslim,Muslim,6.8
2011,Harrow,E09000015,Total,239056,29881,Muslim,Muslim,12.5
2011,Havering,E09000016,Total,237232,4829,Muslim,Muslim,2
2011,Hillingdon,E09000017,Total,273936,29065,Muslim,Muslim,10.6
2011,Hounslow,E09000018,Total,253957,35666,Muslim,Muslim,14
2011,Kingston upon Thames,E09000021,Total,160060,9474,Muslim,Muslim,5.9
2011,Merton,E09000024,Total,199693,16262,Muslim,Muslim,8.1
2011,Redbridge,E09000026,Total,278970,64999,Muslim,Muslim,23.3
2011,Richmond upon Thames,E09000027,Total,186990,6128,Muslim,Muslim,3.3
2011,Sutton,E09000029,Total,190146,7726,Muslim,Muslim,4.1
2011,Waltham Forest,E09000031,Total,258249,56541,Muslim,Muslim,21.9
2011,Camden,E09000007,Total,220338,264,No religion,No religion: Agnostic,0.1
2011,City of London,E09000001,Total,7375,1,No religion,No religion: Agnostic,0
2011,Hackney,E09000012,Total,246270,278,No religion,No religion: Agnostic,0.1
2011,Hammersmith and Fulham,E09000013,Total,182493,162,No religion,No religion: Agnostic,0.1
2011,Haringey,E09000014,Total,254926,269,No religion,No religion: Agnostic,0.1
2011,Islington,E09000019,Total,206125,249,No religion,No religion: Agnostic,0.1
2011,Kensington and Chelsea,E09000020,Total,158649,134,No religion,No religion: Agnostic,0.1
