date,geography,geography_code,Rural_Urban,total_pop,value,religion,religion_det,percs
2011,North East,E12000001,Total,2667497,6335,Buddhist,Buddhist,0.2
2011,North West,E12000002,Total,7431508,23111,Buddhist,Buddhist,0.3
2011,Yorkshire and The Humber,E12000003,Total,4767346,17388,Buddhist,Buddhist,0.4
2011,East Midlands,E12000004,Total,5083984,11952,Buddhist,Buddhist,0.2
2011,West Midlands,E12000005,Total,6467768,16894,Buddhist,Buddhist,0.3
2011,East,E12000006,Total,6362618,18815,Buddhist,Buddhist,0.3
2011,London,E12000007,Total,8676038,94241,Buddhist,Buddhist,1.1
2011,South East,E12000008,Total,8902274,49794,Buddhist,Buddhist,0.6
2011,South West,E12000009,Total,5566338,22917,Buddhist,Buddhist,0.4
2011,North East,E12000001,Total,2667497,1879886,Christian,Christian,70.5
2011,North West,E12000002,Total,7431508,4819366,Christian,Christian,64.9
2011,Yorkshire and The Humber,E12000003,Total,4767346,2724785,Christian,Christian,57.2
2011,East Midlands,E12000004,Total,5083984,3022215,Christian,Christian,59.4
2011,West Midlands,E12000005,Total,6467768,4020460,Christian,Christian,62.2
2011,East,E12000006,Total,6362618,3954754,Christian,Christian,62.2
2011,London,E12000007,Total,8676038,3983751,Christian,Christian,45.9
2011,South East,E12000008,Total,8902274,5127350,Christian,Christian,57.6
2011,South West,E12000009,Total,5566338,3385074,Christian,Christian,60.8
2011,North East,E12000001,Total,2667497,8265,Hindu,Hindu,0.3
2011,North West,E12000002,Total,7431508,42550,Hindu,Hindu,0.6
2011,Yorkshire and The Humber,E12000003,Total,4767346,28753,Hindu,Hindu,0.6
2011,East Midlands,E12000004,Total,5083984,106000,Hindu,Hindu,2.1
2011,West Midlands,E12000005,Total,6467768,79847,Hindu,Hindu,1.2
2011,East,E12000006,Total,6362618,51881,Hindu,Hindu,0.8
2011,London,E12000007,Total,8676038,405034,Hindu,Hindu,4.7
2011,South East,E12000008,Total,8902274,88090,Hindu,Hindu,1
2011,South West,E12000009,Total,5566338,19183,Hindu,Hindu,0.3
2011,North East,E12000001,Total,2667497,4079,Jewish,Jewish,0.2
2011,North West,E12000002,Total,7431508,29507,Jewish,Jewish,0.4
2011,Yorkshire and The Humber,E12000003,Total,4767346,10820,Jewish,Jewish,0.2
2011,East Midlands,E12000004,Total,5083984,4917,Jewish,Jewish,0.1
2011,West Midlands,E12000005,Total,6467768,5120,Jewish,Jewish,0.1
2011,East,E12000006,Total,6362618,39676,Jewish,Jewish,0.6
2011,London,E12000007,Total,8676038,154058,Jewish,Jewish,1.8
2011,South East,E12000008,Total,8902274,17757,Jewish,Jewish,0.2
2011,South West,E12000009,Total,5566338,5717,Jewish,Jewish,0.1
2011,North East,E12000001,Total,2667497,49788,Muslim,Muslim,1.9
2011,North West,E12000002,Total,7431508,428831,Muslim,Muslim,5.8
2011,Yorkshire and The Humber,E12000003,Total,4767346,354887,Muslim,Muslim,7.4
2011,East Midlands,E12000004,Total,5083984,170247,Muslim,Muslim,3.3
2011,West Midlands,E12000005,Total,6467768,419028,Muslim,Muslim,6.5
2011,East,E12000006,Total,6362618,161924,Muslim,Muslim,2.5
2011,London,E12000007,Total,8676038,998688,Muslim,Muslim,11.5
2011,South East,E12000008,Total,8902274,219256,Muslim,Muslim,2.5
2011,South West,E12000009,Total,5566338,49766,Muslim,Muslim,0.9
2011,North East,E12000001,Total,2667497,1291,No religion,No religion: Agnostic,0
2011,North West,E12000002,Total,7431508,2972,No religion,No religion: Agnostic,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,2591,No religion,No religion: Agnostic,0.1
2011,East Midlands,E12000004,Total,5083984,2775,No religion,No religion: Agnostic,0.1
2011,West Midlands,E12000005,Total,6467768,2526,No religion,No religion: Agnostic,0
2011,East,E12000006,Total,6362618,4069,No religion,No religion: Agnostic,0.1
2011,London,E12000007,Total,8676038,5977,No religion,No religion: Agnostic,0.1
2011,South East,E12000008,Total,8902274,6144,No religion,No religion: Agnostic,0.1
2011,South West,E12000009,Total,5566338,4063,No religion,No religion: Agnostic,0.1
2011,North East,E12000001,Total,2667497,1208,No religion,No religion: Atheist,0
2011,North West,E12000002,Total,7431508,2848,No religion,No religion: Atheist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,2380,No religion,No religion: Atheist,0
2011,East Midlands,E12000004,Total,5083984,2350,No religion,No religion: Atheist,0
2011,West Midlands,E12000005,Total,6467768,2623,No religion,No religion: Atheist,0
2011,East,E12000006,Total,6362618,3730,No religion,No religion: Atheist,0.1
2011,London,E12000007,Total,8676038,6269,No religion,No religion: Atheist,0.1
2011,South East,E12000008,Total,8902274,6100,No religion,No religion: Atheist,0.1
2011,South West,E12000009,Total,5566338,3669,No religion,No religion: Atheist,0.1
2011,North East,E12000001,Total,2667497,20,No religion,No religion: Free Thinker,0
2011,North West,E12000002,Total,7431508,64,No religion,No religion: Free Thinker,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,39,No religion,No religion: Free Thinker,0
2011,East Midlands,E12000004,Total,5083984,35,No religion,No religion: Free Thinker,0
2011,West Midlands,E12000005,Total,6467768,46,No religion,No religion: Free Thinker,0
2011,East,E12000006,Total,6362618,79,No religion,No religion: Free Thinker,0
2011,London,E12000007,Total,8676038,94,No religion,No religion: Free Thinker,0
2011,South East,E12000008,Total,8902274,119,No religion,No religion: Free Thinker,0
2011,South West,E12000009,Total,5566338,70,No religion,No religion: Free Thinker,0
2011,North East,E12000001,Total,2667497,556570,No religion,No religion: No religion,20.9
2011,North West,E12000002,Total,7431508,1572344,No religion,No religion: No religion,21.2
2011,Yorkshire and The Humber,E12000003,Total,4767346,1207351,No religion,No religion: No religion,25.3
2011,East Midlands,E12000004,Total,5083984,1339244,No religion,No religion: No religion,26.3
2011,West Midlands,E12000005,Total,6467768,1369236,No religion,No religion: No religion,21.2
2011,East,E12000006,Total,6362618,1616889,No religion,No religion: No religion,25.4
2011,London,E12000007,Total,8676038,2041375,No religion,No religion: No religion,23.5
2011,South East,E12000008,Total,8902274,2616968,No religion,No religion: No religion,29.4
2011,South West,E12000009,Total,5566338,1593093,No religion,No religion: No religion,28.6
2011,North East,E12000001,Total,2667497,689,No religion,No religion: Humanist,0
2011,North West,E12000002,Total,7431508,1591,No religion,No religion: Humanist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,1417,No religion,No religion: Humanist,0
2011,East Midlands,E12000004,Total,5083984,1155,No religion,No religion: Humanist,0
2011,West Midlands,E12000005,Total,6467768,1497,No religion,No religion: Humanist,0
2011,East,E12000006,Total,6362618,1746,No religion,No religion: Humanist,0
2011,London,E12000007,Total,8676038,2186,No religion,No religion: Humanist,0
2011,South East,E12000008,Total,8902274,3633,No religion,No religion: Humanist,0
2011,South West,E12000009,Total,5566338,1992,No religion,No religion: Humanist,0
2011,North East,E12000001,Total,2667497,4,No religion,No religion: Realist,0
2011,North West,E12000002,Total,7431508,33,No religion,No religion: Realist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,35,No religion,No religion: Realist,0
2011,East Midlands,E12000004,Total,5083984,25,No religion,No religion: Realist,0
2011,West Midlands,E12000005,Total,6467768,26,No religion,No religion: Realist,0
2011,East,E12000006,Total,6362618,49,No religion,No religion: Realist,0
2011,London,E12000007,Total,8676038,46,No religion,No religion: Realist,0
2011,South East,E12000008,Total,8902274,61,No religion,No religion: Realist,0
2011,South West,E12000009,Total,5566338,48,No religion,No religion: Realist,0
2011,North East,E12000001,Total,2667497,17,Other religion,Other religion: Animism,0
2011,North West,E12000002,Total,7431508,37,Other religion,Other religion: Animism,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,28,Other religion,Other religion: Animism,0
2011,East Midlands,E12000004,Total,5083984,23,Other religion,Other religion: Animism,0
2011,West Midlands,E12000005,Total,6467768,34,Other religion,Other religion: Animism,0
2011,East,E12000006,Total,6362618,43,Other religion,Other religion: Animism,0
2011,London,E12000007,Total,8676038,114,Other religion,Other religion: Animism,0
2011,South East,E12000008,Total,8902274,111,Other religion,Other religion: Animism,0
2011,South West,E12000009,Total,5566338,116,Other religion,Other religion: Animism,0
2011,North East,E12000001,Total,2667497,161,Other religion,Other religion: Baha'i,0
2011,North West,E12000002,Total,7431508,483,Other religion,Other religion: Baha'i,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,303,Other religion,Other religion: Baha'i,0
2011,East Midlands,E12000004,Total,5083984,346,Other religion,Other religion: Baha'i,0
2011,West Midlands,E12000005,Total,6467768,494,Other religion,Other religion: Baha'i,0
2011,East,E12000006,Total,6362618,644,Other religion,Other religion: Baha'i,0
2011,London,E12000007,Total,8676038,1243,Other religion,Other religion: Baha'i,0
2011,South East,E12000008,Total,8902274,1053,Other religion,Other religion: Baha'i,0
2011,South West,E12000009,Total,5566338,455,Other religion,Other religion: Baha'i,0
2011,North East,E12000001,Total,2667497,76,Other religion,Other religion: Believe in God,0
2011,North West,E12000002,Total,7431508,256,Other religion,Other religion: Believe in God,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,177,Other religion,Other religion: Believe in God,0
2011,East Midlands,E12000004,Total,5083984,186,Other religion,Other religion: Believe in God,0
2011,West Midlands,E12000005,Total,6467768,289,Other religion,Other religion: Believe in God,0
2011,East,E12000006,Total,6362618,271,Other religion,Other religion: Believe in God,0
2011,London,E12000007,Total,8676038,1128,Other religion,Other religion: Believe in God,0
2011,South East,E12000008,Total,8902274,428,Other religion,Other religion: Believe in God,0
2011,South West,E12000009,Total,5566338,428,Other religion,Other religion: Believe in God,0
2011,North East,E12000001,Total,2667497,2,Other religion,Other religion: Brahma Kumari,0
2011,North West,E12000002,Total,7431508,14,Other religion,Other religion: Brahma Kumari,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,22,Other religion,Other religion: Brahma Kumari,0
2011,East Midlands,E12000004,Total,5083984,43,Other religion,Other religion: Brahma Kumari,0
2011,West Midlands,E12000005,Total,6467768,23,Other religion,Other religion: Brahma Kumari,0
2011,East,E12000006,Total,6362618,41,Other religion,Other religion: Brahma Kumari,0
2011,London,E12000007,Total,8676038,217,Other religion,Other religion: Brahma Kumari,0
2011,South East,E12000008,Total,8902274,97,Other religion,Other religion: Brahma Kumari,0
2011,South West,E12000009,Total,5566338,4,Other religion,Other religion: Brahma Kumari,0
2011,North East,E12000001,Total,2667497,10,Other religion,Other religion: Chinese Religion,0
2011,North West,E12000002,Total,7431508,20,Other religion,Other religion: Chinese Religion,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,14,Other religion,Other religion: Chinese Religion,0
2011,East Midlands,E12000004,Total,5083984,17,Other religion,Other religion: Chinese Religion,0
2011,West Midlands,E12000005,Total,6467768,13,Other religion,Other religion: Chinese Religion,0
2011,East,E12000006,Total,6362618,19,Other religion,Other religion: Chinese Religion,0
2011,London,E12000007,Total,8676038,73,Other religion,Other religion: Chinese Religion,0
2011,South East,E12000008,Total,8902274,16,Other religion,Other religion: Chinese Religion,0
2011,South West,E12000009,Total,5566338,8,Other religion,Other religion: Chinese Religion,0
2011,North East,E12000001,Total,2667497,11,Other religion,Other religion: Church of All Religion,0
2011,North West,E12000002,Total,7431508,28,Other religion,Other religion: Church of All Religion,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,26,Other religion,Other religion: Church of All Religion,0
2011,East Midlands,E12000004,Total,5083984,32,Other religion,Other religion: Church of All Religion,0
2011,West Midlands,E12000005,Total,6467768,26,Other religion,Other religion: Church of All Religion,0
2011,East,E12000006,Total,6362618,39,Other religion,Other religion: Church of All Religion,0
2011,London,E12000007,Total,8676038,110,Other religion,Other religion: Church of All Religion,0
2011,South East,E12000008,Total,8902274,73,Other religion,Other religion: Church of All Religion,0
2011,South West,E12000009,Total,5566338,59,Other religion,Other religion: Church of All Religion,0
2011,North East,E12000001,Total,2667497,8,Other religion,Other religion: Confucianist,0
2011,North West,E12000002,Total,7431508,12,Other religion,Other religion: Confucianist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,9,Other religion,Other religion: Confucianist,0
2011,East Midlands,E12000004,Total,5083984,4,Other religion,Other religion: Confucianist,0
2011,West Midlands,E12000005,Total,6467768,17,Other religion,Other religion: Confucianist,0
2011,East,E12000006,Total,6362618,7,Other religion,Other religion: Confucianist,0
2011,London,E12000007,Total,8676038,36,Other religion,Other religion: Confucianist,0
2011,South East,E12000008,Total,8902274,24,Other religion,Other religion: Confucianist,0
2011,South West,E12000009,Total,5566338,7,Other religion,Other religion: Confucianist,0
2011,North East,E12000001,Total,2667497,30,Other religion,Other religion: Deist,0
2011,North West,E12000002,Total,7431508,125,Other religion,Other religion: Deist,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,92,Other religion,Other religion: Deist,0
2011,East Midlands,E12000004,Total,5083984,94,Other religion,Other religion: Deist,0
2011,West Midlands,E12000005,Total,6467768,114,Other religion,Other religion: Deist,0
2011,East,E12000006,Total,6362618,137,Other religion,Other religion: Deist,0
2011,London,E12000007,Total,8676038,242,Other religion,Other religion: Deist,0
2011,South East,E12000008,Total,8902274,251,Other religion,Other religion: Deist,0
2011,South West,E12000009,Total,5566338,142,Other religion,Other religion: Deist,0
2011,North East,E12000001,Total,2667497,126,Other religion,Other religion: Druid,0
2011,North West,E12000002,Total,7431508,489,Other religion,Other religion: Druid,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,342,Other religion,Other religion: Druid,0
2011,East Midlands,E12000004,Total,5083984,458,Other religion,Other religion: Druid,0
2011,West Midlands,E12000005,Total,6467768,430,Other religion,Other religion: Druid,0
2011,East,E12000006,Total,6362618,455,Other religion,Other religion: Druid,0
2011,London,E12000007,Total,8676038,378,Other religion,Other religion: Druid,0
2011,South East,E12000008,Total,8902274,940,Other religion,Other religion: Druid,0
2011,South West,E12000009,Total,5566338,726,Other religion,Other religion: Druid,0
2011,North East,E12000001,Total,2667497,2,Other religion,Other religion: Druze,0
2011,North West,E12000002,Total,7431508,18,Other religion,Other religion: Druze,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,8,Other religion,Other religion: Druze,0
2011,East Midlands,E12000004,Total,5083984,5,Other religion,Other religion: Druze,0
2011,West Midlands,E12000005,Total,6467768,5,Other religion,Other religion: Druze,0
2011,East,E12000006,Total,6362618,15,Other religion,Other religion: Druze,0
2011,London,E12000007,Total,8676038,497,Other religion,Other religion: Druze,0
2011,South East,E12000008,Total,8902274,49,Other religion,Other religion: Druze,0
2011,South West,E12000009,Total,5566338,5,Other religion,Other religion: Druze,0
2011,North East,E12000001,Total,2667497,11,Other religion,Other religion: Eckankar,0
2011,North West,E12000002,Total,7431508,26,Other religion,Other religion: Eckankar,0
2011,Yorkshire and The Humber,E12000003,Total,4767346,21,Other religion,Other religion: Eckankar,0
2011,East Midlands,E12000004,Total,5083984,18,Other religion,Other religion: Eckankar,0
2011,West Midlands,E12000005,Total,6467768,11,Other religion,Other religion: Eckankar,0
2011,East,E12000006,Total,6362618,29,Other religion,Other religion: Eckankar,0
2011,London,E12000007,Total,8676038,150,Other religion,Other religion: Eckankar,0
