date,geography,geography_code,Rural_Urban,total_pop,value,passports_region,passports,percs
2011,Camden,E09000007,Total,237578,191,Africa,Ghana,0.1
2011,City of London,E09000001,Total,7919,8,Africa,Ghana,0.1
2011,Hackney,E09000012,Total,260157,1493,Africa,Ghana,0.6
2011,Hammersmith and Fulham,E09000013,Total,184985,247,Africa,Ghana,0.1
2011,Haringey,E09000014,Total,292062,1491,Africa,Ghana,0.5
2011,Islington,E09000019,Total,218313,249,Africa,Ghana,0.1
2011,Kensington and Chelsea,E09000020,Total,170541,78,Africa,Ghana,0
2011,Lambeth,E09000022,Total,368818,2024,Africa,Ghana,0.5
2011,Lewisham,E09000023,Total,277532,1489,Africa,Ghana,0.5
2011,Newham,E09000025,Total,321907,2979,Africa,Ghana,0.9
2011,Southwark,E09000028,Total,317630,2387,Africa,Ghana,0.8
2011,Tower Hamlets,E09000030,Total,267563,321,Africa,Ghana,0.1
2011,Wandsworth,E09000032,Total,319057,721,Africa,Ghana,0.2
2011,Westminster,E09000033,Total,243184,143,Africa,Ghana,0.1
2011,Barking and Dagenham,E09000002,Total,205608,1643,Africa,Ghana,0.8
2011,Barnet,E09000003,Total,354922,800,Africa,Ghana,0.2
2011,Bexley,E09000004,Total,224928,530,Africa,Ghana,0.2
2011,Brent,E09000005,Total,345977,1291,Africa,Ghana,0.4
2011,Bromley,E09000006,Total,308447,365,Africa,Ghana,0.1
2011,Croydon,E09000008,Total,365121,2798,Africa,Ghana,0.8
2011,Ealing,E09000009,Total,385257,516,Africa,Ghana,0.1
2011,Enfield,E09000010,Total,340219,2270,Africa,Ghana,0.7
2011,Greenwich,E09000011,Total,258649,1307,Africa,Ghana,0.5
2011,Harrow,E09000015,Total,270007,449,Africa,Ghana,0.2
2011,Havering,E09000016,Total,276448,333,Africa,Ghana,0.1
2011,Hillingdon,E09000017,Total,312162,285,Africa,Ghana,0.1
2011,Hounslow,E09000018,Total,255253,608,Africa,Ghana,0.2
2011,Kingston upon Thames,E09000021,Total,164558,99,Africa,Ghana,0.1
2011,Merton,E09000024,Total,213379,1236,Africa,Ghana,0.6
